    Table  	Table Abbreviation	Key	Description	Duplicates
PWRKSTT  	PWS	PWS0	PRONUM+CODFNC+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+TRSTYP	No
PYHCAS  	PCH	PCH1	REGNUM+ACCNUM+REGLIN	Yes
PYHCAS  	PCH	PCH2	NUMPCH	Yes
PYHCAS  	PCH	PCH3	REGNUM+RVSACCNUM+REGLIN	Yes
PYRAPAR  	PYRA	PYRA0	ID	No
QLYCRD  	QLC	QLC0	QLYCRD+NUMLIN	No
QLYCRD  	QLC	QLC1	QLYCRDDES+NUMLIN	Yes
QLYCRD  	QLC	QLC2	SEQ+QLYCRD+NUMLIN	No
QLYCRDASW  	QLA	QLA0	QLYCTLDEM+VCRLIN+CRDSEQ+QSTNUM	No
QLYCRDNQA  	NQA	NQA0	COD+NQA+CODSMP	No
QLYCRDQST  	QLQ	QLQ0	QSTNUM	No
QLYWRK  	QLW	QLW0	PRONUM+LINNUM+QSTNUM	No
QUEUE  	QUE	QUE0	NUM	No
QURCRI  	QCR	QCR0	QURNUM+PPLORD	Yes
QURCRI  	QCR	QCR1	QURNUM+PPLORD+CRINUM	No
QURCRI  	QCR	QCR2	QURNUM+CRICND	Yes
QURCRIVAL  	QCV	QCV0	QURNUM+PPLORD+CRINUM	Yes
QURCRIVAL  	QCV	QCV1	QURNUM+PPLORD+CRINUM+CRIVALNUM	No
QUREXTRACT  	QTX	QTX0	QURNUM	Yes
QURTMP  	QTP	QTP0	QURNUM+PPLORD+CRINUM+KEYTGR	Yes
QURTMP  	QTP	QTP1	QURNUM+PPLORD+KEYTGR	Yes
QURTMP  	QTP	QTP2	KEYTGR	Yes
QURTMP  	QTP	QTP3	QURNUM+PPLORD+CRINUM+WKGTAB+KEYREC	Yes
RBKBELDET  	RBD	RBD0	RBKNUM+RBKLIN	No
RBKBELDET  	RBD	RBD1	FRMNUM	Yes
RBKBELDUD  	RBU	RBU0	RBKNUM+RBKLIN+LIN	No
RBKBELDUD  	RBU	RBU1	DUDNUM+DUDLIG	Yes
RBKBELHEA  	RBH	RBH0	RBKNUM	No
RBKBELHEA  	RBH	RBH1	ACCNUM	No
RBKBELTMP  	RBW	RBW0	RBKNUM+RBKLIN+LIN	No
RBKBELTMP  	RBW	RBW1	DUDNUM+DUDLIG	Yes
RBKRUBBEL  	RRB	RRB0	RUB	No
RCRINVOICE  	RCH	RCH0	RCRNUM	No
RCRINVOICE  	RCH	RCH1	RCRTYP+NUM	Yes
REACHPAR  	RPA	RPA0	ID	No
RELBANK  	RBK	RBK0	BAN+RBKNUM+RECTYP+RBKLIN	No
RELBANK  	RBK	RBK1	BAN+RECTYP+OPEDAT+RBKNUM+RBKLIN	No
RELBANK  	RBK	RBK2	BAN+RBKNUM	Yes
RELBANK  	RBK	RBK3	BAN+NUMRBK	No
RELBANK  	RBK	RBK4	NUMRBK	No
RELBANKREM  	RBR	CRR0	BAN+RBKNUM+RBKLIN+REMNUM	No
RELMT940  	RLT	RLT0	FILNUM+TRFNUM+SEQNUM	No
RELMT940  	RLT	RLT1	BAN+FILNUM	Yes
RELMT940  	RLT	RLT2	BAN+FILNUM+TRFNUM+SEQNUM	No
RELMT940  	RLT	RLT3	BAN+TRFNUM+SEQNUM	Yes
RELMT940D  	RLD	RLD0	FILNUM+TRFNUM+SEQNUM+LIN	No
RELMT940D  	RLD	RLD1	BAN+FILNUM	Yes
REPLINDEF  	RLI	RLI0	LEG+RECTYP+COD	No
REPLINDEF  	RLI	RLI1	LEG+RECTYP	Yes
REPLINDEF  	RLI	RLI2	COD	Yes
REPSEC  	RSE	RSE0	BPCNUM+REPNUM	No
REPSEC  	RSE	RSE1	BPCNUM	Yes
RESOURCES  	RSS	RSS0	NUM	No
RESRES  	RRS	RRS0	NUM	No
RESRES  	RRS	RRS1	RRSORI+RRSORIVCR	Yes
REVREC  	REVREC	REVREC0	CPY+RRCC	No
REVRECD  	RRCD	RRCC0	RRCC+CPY+NUMCOL	No
REVRECT  	RRCT	RRCT0	RRVCOD+NUMCOL+RRTLIN	No
REVRECV  	REVRECV	REVRECV0	RRVCOD	No
REVRECV  	REVRECV	REVRECV1	RRCC+CPY+OPPNUM+INIDAT	No
REVRECVD  	RRCVD	RCCD0	RRVCOD+NUMCOL	No
RHSBONFAC  	RHSBF	RHSBFCT0	NUM	No
RITENZIONE  	RTZ	RTZ0	RITCOD	No
RITHIS  	RTH	RTH0	PAYNUM+PIHNUM+RITCOD	No
RITMVT  	RTM	RTM0	BPR+RITCOD+CPY+ANN	No
RLSBONFAC  	RLSBF	RLSBFCT0	NUM+SIDLIN	No
RLSBONFACI  	RLSBFI	RLSBFI0	VCRTYP+VCRNUM+VAT	No
RLSBONFACI  	RLSBFI	RLSBFI1	VCRTYP+VCRNUM+VATTYP+VAT	No
RLSBONFACI  	RLSBFI	RLSBFI2	NUM+VCRTYP+VCRNUM+VAT	No
RLSBONFACO  	RLSBFO	RLSBFO0	TYP+NUM+LIG+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO1	ACCNUM+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO2	SOINUM+ACCNUM+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO3	FLGCLE+FCY+BPRPAY+DUDDAT	Yes
RLSBONFACO  	RLSBFO	RLSBFO4	BPR+SOINUM+ACCNUM+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO5	BPRPAY+SOINUM+ACCNUM+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO6	FLGCLE+ACCNUM+DUDLIG	No
RLSBONFACO  	RLSBFO	RLSBFO7	BPRPAY+BPR+NUMDUD	No
RLSBONFACO  	RLSBFO	RLSBFO8	NUMDUD	No
RLSBONFACO  	RLSBFO	RLSBFO9	BPR+BPAPAY+NUMDUD	No
RNWPREP  	RWP	RWP0	CPY+FCY+RNWAASREF+MOTHAASREF	No
RNWPREP  	RWP	RWP1	CPY+MOTHAASREF	No
RNWPREP  	RWP	RWP2	CPY+FCY+CCNREF+RNWAASREF	Yes
RNWPREP  	RWP	RWP3	RNWDONFLG	Yes
ROUOPE  	ROO	ROO0	FCY+ITMREF+ROUALT+OPENUM+RPLIND	No
ROUOPE  	ROO	ROO1	FCY+VALENDDAT	Yes
ROUOPE  	ROO	ROO2	FCY+WST	Yes
ROUOPE  	ROO	ROO3	FCY+LABWST	Yes
ROUOPE  	ROO	ROO4	FCY+STDOPENUM	Yes
ROUOPESTD  	ROT	ROT0	STDOPENUM+FCY	No
ROUOPESTD  	ROT	ROT1	FCY+STDOPENUM	No
ROUSCD  	ROS	ROS0	FCY+ITMREF+ROUALT+OPENUM	No
ROUSCD  	ROS	ROS1	FCY+ITMREF+ROUALT+NEXOPENUM	Yes
ROUTING  	ROH	ROH0	ITMREF+ROUALT+FCY	No
ROUTING  	ROH	ROH1	FCY+ITMREF+ROUALT	No
RPLWST  	RPW	RPW0	WST+WCRFCY	No
RPTDS  	RDS	RDS0	CRYCOD+LAN	No
RSLINESGER1  	RSLG1	RSLG1	USERID	Yes
RSLINESGER1  	RSLG1	RSLG2	USERID+GEREECNUM+TRNTYP	No
RSLINESGER2  	RSLG2	RSLG2	USERID	Yes
RSLINESGER2  	RSLG2	RSLG3	USERID+GEREECNUM+TRNTYP	Yes
RUBASSDEF  	RDE	RDE0	REFOBJ+DETAAS+ACM+CPY	No
RUBASSDEF  	RDE	RDE1	NUMASS	No
RUBASSDEFP  	RDP	RDP0	REFOBJ+DETAAS+ACM+CPY+DPRPLN	No
RUBASSDEFP  	RDP	RDP1	NUMASS+DPRPLN	No
RUBASSVAL  	RVA	RVA1	REFOBJ+DETAAS+ACM+CPY+VALDETAAS	No
RUBASSVAL  	RVA	RVA0	NUMASS+VALDETAAS	No
RUBASSVAL  	RVA	RVA2	REFOBJ+DETAAS+ACM+CPY	Yes
RUBASSVALP  	RVP	RVP0	NUMASS+VALDETAAS+DPRPLN	No
RUBASSVALP  	RVP	RVP1	REFOBJ+DETAAS+ACM+CPY+VALDETAAS+DPRPLN	No
RVACOED  	COD	COD0	RVACOEREF+CLETAB	No
RVACOED  	COD	COD1	RVANAT+YEA+MON	Yes
RVACOEH  	COH	COH0	RVACOEREF	No
RVACOEH  	COH	COH1	CPY+RVACOEREF	No
RVACOEH  	COH	COH2	RVACOEREF+CRITDAT+CRITNAT	No
RVMVAL  	RVV	RVV1	ITMREF+FCY+ECCVALMAJ+ECCVALMIN	No
RVMVAL  	RVV	RVV0	ITMREF+FCY+ECCSEQ	No
SAFTPTTMP1  	SAFTP	SAFTP0	COD+EECNUM	No
SAITRS  	SAI	HST0	REFOBJ+TRSCOD	No
SAITRSDET  	DST	DST0	REFOBJ+TRSCOD+NUMMSK+CODMSK+CODZON	No
SAITRSDET  	DST	DST1	REFOBJ+TRSCOD+CODMSK	Yes
SAITRSDET  	DST	DST2	CODMSK	Yes
SAITRSDET  	DST	DST3	BROMSK	Yes
SAITRSDET  	DST	DST4	NUMMSK	Yes
SALESREP  	REP	REP0	REPNUM	No
SALESREP  	REP	REP1	AUSNUM	Yes
SALESTAX  	STB	STB0	PID+VAT	Yes
SALESTAX  	STB	STB1	VCRNUM+VCRTYP+VAT+PID	Yes
SALTRS  	SLT	SLT0	STRTYP+STRNUM	No
SALTRS  	SLT	SLT1	STRNUM+STRTYP	No
SBGEO  	SBG	SBG0	BPRNUM	Yes
SBGEO  	SBG	SBG1	CRY+ARACOD	Yes
SBGEO  	SBG	SBG2	BPRNUM+CRY+ARACOD	No
SBODLINK  	SBK	SPK0	CLE	No
SBPBL  	SBP	SBP0	BPRNUM	Yes
SBPBL  	SBP	SBP1	PBL	Yes
SBPBL  	SBP	SBP2	BPRNUM+PBL	No
SCALES  	SLE	SLE0	SLE+FCY	No
SCALES  	SLE	SLE1	FCY+SLE	No
SCHEDULING  	SCH	SCH0	MFGNUM+OPENUM+OPESPLNUM	No
SCHGD  	SGD	SGD0	VCRNUM+VCRLIN	No
SCHGH  	SGH	SGH0	VCRNUM	No
SCHGH  	SGH	SGH1	SIHNUM+VCRNUM	No
SCMAPAR  	SZP	SZP0	ID	No
SCMDPAR  	SDP	SDP0	ID	No
SCOHEAD  	SCO	SCO0	SCONUM	No
SCOHEAD  	SCO	SCO1	MFGFCY+SCOTRKFLG	Yes
SCOHEAD  	SCO	SCO2	MTOREF	Yes
SCOITM  	SCI	SCI0	SCONUM+SCILIN	No
SCOITM  	SCI	SCI1	VCRTYPORI+VCRNUMORI+VCRLINORI+VCRSEQORI	Yes
SCOITM  	SCI	SCI2	POHNUM+POPLIN+POQSEQ	Yes
SCOITM  	SCI	SCI3	PJT	Yes
SCOMAT  	SCM	SCM0	SCONUM+SCILIN+SCMLIN	No
SCOMAT  	SCM	SCM1	STOFCY+DLVDAT	Yes
SCOMAT  	SCM	SCM2	STOFCY+PIO+DLVDAT	Yes
SCOMAT  	SCM	SCM3	ITMREF+BOMALT+BOMSEQ+CPNITMREF	Yes
SCOMAT  	SCM	SCM4	POHNUM+POPLIN+POQSEQ	Yes
SCOSRV  	SCS	SCS0	SCONUM+SCILIN+SCSLIN	No
SCOSRV  	SCS	SCS1	POHNUM+POPLIN+POQSEQ	Yes
SCOSRV  	SCS	SCS2	ITMREF+BOMALT+BOMSEQ+SRVITMREF	Yes
SCOTRK  	SCK	SCK0	SCONUM+SCILIN+SCSLIN+SCMLIN+PTHNUM+PTDLIN	No
SCOTRK  	SCK	SCK1	PTHNUM+PTDLIN+SCONUM+SCILIN+SCSLIN+SCMLIN	No
SCOTRK  	SCK	SCK2	POHNUM+POPLIN+POQSEQ	Yes
SCPASW  	SCA	SCA0	CLL+SCP+QST	No
SCPQST  	SCQ	SCQ0	SCPNUM+QSTNUM	No
SCPQSTCND  	SQC	SQC0	SCPNUM+QSTNUM+CNDNUM	Yes
SCPQSTCND  	SQC	SQC1	SCPNUM+NEXQST	Yes
SCPQSTCND  	SQC	SQC2	SCPNUM+QSTNUM+CND	Yes
SCRIPT  	SCP	SCP0	SCPNUM	No
SDELIVERY  	SDH	SDH0	SDHNUM	No
SDELIVERY  	SDH	SDH1	BPCORD+BPAADD+DLVDAT	Yes
SDELIVERY  	SDH	SDH2	DLVDAT+SDHNUM	No
SDELIVERY  	SDH	SDH3	INVFLG+CFMFLG+SALFCY+BPCINV	Yes
SDELIVERY  	SDH	SDH4	CPY+EECNUMDEB+DLVDAT	Yes
SDELIVERYD  	SDD	SDD0	SDHNUM+SDDLIN	No
SDELIVERYD  	SDD	SDD1	SOHNUM+SOPLIN+SOQSEQ	Yes
SDELIVERYD  	SDD	SDD2	ITMREF+SHIDAT+SDHNUM	Yes
SDELIVERYD  	SDD	SDD3	BPCORD+BPAADD+ITMREF	Yes
SDELIVERYD  	SDD	SDD4	SDHNUM-SDDLIN	Yes
SDELIVERYD  	SDD	PJMPJT1	PJT	Yes
SDELIVERYNO  	SDN	SDN0	SDNNUM	No
SDELIVERYNOD  	SDND	SDND0	SDNNUM+SDNLIN	No
SEARESULT  	LUP	LUP0	OBJNUM	Yes
SEARESULT  	LUP	LUP1	RESNUM	Yes
SEARESULT  	LUP	LUP2	SSS	Yes
SEARESULT  	LUP	LUP3	OBJNUM+SSS	No
SEASON  	SES	SES0	SESCOD	No
SEAUTH  	SEU	SEU0	VCRTYP+VCRNUM+VCRSEQ	No
SEAUTH  	SEU	SEU1	TXNID	Yes
SEAUTH  	SEU	SEU2	SOHNUM	Yes
SEAUTH  	SEU	SEU3	SDHNUM	Yes
SEAUTH  	SEU	SEU4	SIHNUM	Yes
SEAUTH  	SEU	SEU5	BPCNUM+ACCNCKNAM	Yes
SEBPC  	SEB	SEB0	BPCNUM+ACCNCKNAM	No
SECACT  	SEA	SEA0	CPY+SAC	No
SECPST  	SPT	SPT0	SPTNUM	No
SECPSTSEL  	SPS	SPS0	SPSNUM+SPSLIN	No
SELACC  	SACC	SACC0	RRCC+CPY+COLTYP+LISNAM+ACC	No
SELCMG  	SEC	SEC0	OPGNUM+SELTBL	Yes
SELCMGLIS  	SCL	SCL0	OPGNUM+RECTYP	Yes
SELCMGLIS  	SCL	SCL1	OPGNUM+RECTYP+RECNUM	Yes
SELCMGLIS  	SCL	SCL2	OPGNUM+RECTYP+RECNUM+BPRNUM	Yes
SELSSP  	SSP	SSP0	SPTNUM	No
SELSSP  	SSP	SSP1	SPTTGR+SPTNUM	Yes
SELSSPCPN  	SSC	SSC0	SPTNUM+SPTLEV	Yes
SELSSPCPN  	SSC	SSC1	SPTNUM+SPTTAB	No
SENTENCES  	RSY	RSY0	RSY	No
SEPAR  	SEP	sept-00	JAVSRV	No
SEPRC  	SER	SER0	PRCCOD	No
SERREQUEST  	SRE	SRE0	SRENUM	No
SERREQUEST  	SRE	SRE1	CREDAT	Yes
SERREQUEST  	SRE	SRE2	CREDAT+SRENUM	No
SERREQUEST  	SRE	SRE3	SREBPC	Yes
SERREQUEST  	SRE	SRE4	SRECCN	Yes
SERREQUEST  	SRE	SRE5	SREBPC+SRENUMBPC	Yes
SERREQUEST  	SRE	SRE6	SOLNUM	Yes
SERREQUEST  	SRE	SRE7	SREORI+SREORIVCR+SREORIVCRL	Yes
SERREQUEST  	SRE	SRE8	SRERESDAT+SRERESHOU+SREASS+SRENUM	No
SETMAC  	SEM	SEM0	SETNUM+ITMREF	No
SETMACCPN  	SEN	SEN0	SETNUM+ITMREF+TPYFLG	Yes
SETXN  	SEX	SEX0	TXNDATTIM+REQRSP+TXNID	Yes
SETXN  	SEX	SEX1	REF2+TXNDATTIM+REQRSP	Yes
SFANAPAR  	SFA	SFA0	ID	No
SFOOTINV  	SFI	SFI0	SFINUM	No
SFTINDREF  	SFTIR	SFTAG0	INDCOD	No
SFTSHIFT  	SFTS	SHF0	SHFCOD	No
SFTTEM  	SFTTM	SFTTM0	TEAMNUM+TEAMLIN	No
SFTTEM  	SFTTM	SFTTM1	TEAMNUM+EMPNUM	No
SFTTEMH  	SFTTH	SFTTMH0	TEAMNUM+EMPNUM+TEAMSEQ	No
SFTTXN  	SFTX	SFT0	EMPNUM+SFTTYP+VCRNUM+SFTSEQ	No
SFTTXN  	SFTX	SFT1	VCRNUM+OPENUM+CLEFLG	Yes
SFTTXN  	SFTX	SFT2	UTCENDDATTIM+VCRNUM+OPENUM+EMPNUM+SFTTYP	Yes
SFTTXN  	SFTX	SFT3	UTCSTRDATTIM+VCRNUM+OPENUM+MACFLG	Yes
SFTTXN  	SFTX	SFT4	VCRNUM+OPENUM	Yes
SFTTXNH  	SFTH	SFT0	EMPNUM+SFTTYP+VCRNUM+SFTSEQ+HISSEQ	No
SFTTXNH  	SFTH	SFT1	UTCSTRDATTIM+VCRNUM+OPENUM+MACFLG	Yes
SHIPDOC  	SHIPD	SHIPD0	VCRNUM+VCRTYP+SDLIN	No
SHIPMENT  	SHH	SHH0	SHIPNUM	No
SHIPMENTD  	SHD	SHD0	SHIPNUM+SHIPLIN	No
SHIPMENTD  	SHD	SHD1	SHIPNUM+CTRNUM+SHIPLIN	No
SHIPMENTD  	SHD	SHD2	POHNUM+POPLIN+POQSEQ	Yes
SHIPTRACK  	SHIPT	SHIPT0	VCRNUM+VCRTYP+STLIN	No
SINCDET  	SND	SND0	COD+CODLIN	No
SINCENT  	SNE	SNE0	COD	No
SINVOICE  	SIH	SIH0	NUM	No
SINVOICE  	SIH	SIH1	BPR+BPRVCR	Yes
SINVOICE  	SIH	SIH2	GTE+NUM	No
SINVOICE  	SIH	SIH3	ACCDAT+BPR	Yes
SINVOICE  	SIH	SIH4	BPRFCT+FCTVCR+FCTVCRFLG	Yes
SINVOICE  	SIH	SIH5	CUR+BPR+NUM	No
SINVOICE  	SIH	SIH6	STA+ORIMOD+INVTYP+NUM	Yes
SINVOICE  	SIH	SIH7	CPY+EECNUMDEB+ACCDAT	Yes
SINVOICE  	SIH	SIH8	RCRNUM+RCRDAT	Yes
SINVOICE  	SIH	SIH9	BVRREFNUM	Yes
SINVOICED  	SID	SID0	NUM+SIDLIN	No
SINVOICED  	SID	SID1	BPCINV+SALFCY+NUM+SIDLIN	No
SINVOICED  	SID	SID2	SOHNUM+CREDAT+NUM	Yes
SINVOICED  	SID	SID3	SDHNUM+SDDLIN	Yes
SINVOICED  	SID	SID4	CONNUM	Yes
SINVOICED  	SID	SID5	SRHNUM	Yes
SINVOICED  	SID	PJMPJT1	PJT	Yes
SINVOICEDLOC  	SIDLOC	SIDLOC0	NUM+SIDLIN	No
SINVOICELOC  	SIHLOC	SIHLOC0	NUM	No
SINVOICEV  	SIV	SIV0	NUM	No
SINVOICEV  	SIV	SIV1	SIHORI+SIHORINUM	Yes
SINVOICEV  	SIV	SIV2	INVTYP+NUM	No
SLFPITTMP  	SLFT	SLFT0	SYNNUM+ITMREF+LOT+SLO+STOFCY+PERSTR+VLTNUM	No
SLOTMD  	SLD	SLD0	VCRNUM+VCRLIN	No
SLOTMH  	SLH	SLH0	VCRNUM	No
SMVTD  	SMD	SMD0	VCRTYP+VCRNUM+VCRLIN	No
SMVTDVAL  	SMV	SMV0	VCRTYP+VCRNUM+VCRLIN	No
SMVTH  	SMH	SMH0	VCRTYP+VCRNUM	No
SMVTH  	SMH	SMH1	VCRTYP+IPTDAT+VCRNUM	No
SNPAFF  	SPAF	PAF0	SNPVCR+OPPNUM+PAFCLB	No
SNPBUD  	SPJBU	PJBU0	SNPVCR+OPPNUM+PBUCOD	No
SNPBUD  	SPJBU	PJBU1	SNPVCR+OPPNUM+PBUSOR+PBUCOD	No
SNPBUDLIG  	SPJLB	PJLB0	SNPVCR+OPPNUM+PBUCOD+PLBSEQ	No
SNPMSTNEXINV  	SPJMST	PJMST0	SNPVCR+OPPNUM+TASCOD+PBUCOD+SEQLIN	No
SNPMSTNEXINV  	SPJMST	PJMTS1	SNPVCR+OPPNUM+PBUCOD+TASCOD+SEQLIN	No
SNPOPEAFF  	SPJOA	PJOA0	SNPVCR+OPPNUM+TASCOD+OPENUM+OPESPLNUM+POANUM	No
SNPOPPOR  	SOPP	OPP0	SNPVCR+OPPNUM	No
SNPOPPORPJM  	SOPPPJM	OPPPJM0	SNPVCR+OPPNUM	No
SNPPIMPL  	SPIM	PIM0	SNPVCR+PIMNUM	No
SNPTSK  	SPJTA	PTA0	SNPVCR+OPPNUM+TASCOD	No
SNPTSK  	SPJTA	PTA2	SNPVCR+OPPNUM+TASSOR+TASCOD	No
SNPTSKITM  	SJTT	JTT0	SNPVCR+OPPNUM+TASCOD+ITTSEQ	No
SNPTSKLNK  	SPTLNK	PTLNK0	SNPVCR+OPPNUM+TASCOD+SEQNUM	No
SNPTSKOPE  	SPTKO	PTKO0	SNPVCR+OPPNUM+TASCOD+OPENUM+OPESPLNUM	No
SNPTSKOPELNK  	SOPLNK	OPLNK0	SNPVCR+OPPNUM+TASCOD+OPENUM+OPESPLNUM+SEQNUM	No
SOCACTRPT1  	SAUR1	SAUR10	SAURCOD+CPY+FCY	No
SOI  	SOI	SOI0	SOINUM	No
SOI  	SOI	SOI1	FWDSOI	Yes
SOI  	SOI	SOI2	CPY+FCY+BPR+SOIDAT+SOINUM	No
SOI  	SOI	SOI3	CPY+BPR+CUR+SOINUM	No
SOI  	SOI	SOI4	TYPSOI+NUMSOI+SOINUM	No
SOLRESULT  	SOR	SOR0	SOLNUM	Yes
SOLRESULT  	SOR	SOR1	NUM	Yes
SOLRESULT  	SOR	SOR2	SSS	Yes
SOLRESULT  	SOR	SOR3	SOLNUM+SSS+TYP	No
SOLUTION  	SOL	SOL0	NUM	No
SOLUTION  	SOL	SOL1	SRENUM	Yes
SORDER  	SOH	SOH0	SOHNUM	No
SORDER  	SOH	SOH1	BPCORD+CUSORDREF	Yes
SORDER  	SOH	SOH2	CUSORDREF+BPCORD	Yes
SORDER  	SOH	SOH3	ORDSTA+BPCORD	Yes
SORDER  	SOH	SOH4	ORDSTA+SOHNUM	No
SORDER  	SOH	SOH5	ORDSTA+INVSTA+SOHCAT	Yes
SORDER  	SOH	SOH7	SOHNUMEND	Yes
SORDERC  	SOC	SOC0	SOHNUM+SOPLIN	No
SORDERC  	SOC	SOC1	BPCORD+BPAADD+ITMREF	Yes
SORDERC  	SOC	SOC2	CUSORDREF+BPCORD+BPAADD+ITMREFBPC	No
SORDERP  	SOP	SOP0	SOHNUM+SOPLIN+SOPSEQ	No
SORDERP  	SOP	SOP1	BPCORD+BPAADD+ITMREF+ENDDAT	Yes
SORDERP  	SOP	SOP2	SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD	Yes
SORDERP  	SOP	SOP3	SOHNUM+SOPLIN	Yes
SORDERP  	SOP	SOP4	SOQSTA+SOHCAT+SALFCY+BPCINV	Yes
SORDERQ  	SOQ	SOQ0	SOHNUM+SOPLIN+SOQSEQ	No
SORDERQ  	SOQ	SOQ1	STOFCY+SHIDAT+BPCORD+BPAADD+ITMREF	Yes
SORDERQ  	SOQ	SOQ2	ITMREF+SHIDAT	Yes
SORDERQ  	SOQ	SOQ3	SOQSTA+SHIDAT+DLVPIOCMP+SOHNUM+SOPLIN+SOQSEQ	No
SORDERQ  	SOQ	SOQ4	SOQSTA+SOHCAT+STOFCY+BPCORD+BPAADD	Yes
SORDERQ  	SOQ	SOQ6	SHIDAT+SOHNUM+SOPLIN+SOQSEQ	No
SORDERQ  	SOQ	SOQPJM1	PJT+ITMREF+SOHNUM+SOPLIN+SOQSEQ	No
SPACK  	SPH	SPH0	VCRTYP+VCRNUM+PACNUM+PACSEQ	No
SPACK  	SPH	SPH1	VCRTYP+VCRNUM+SCCCOD	Yes
SPACKD  	SPD	SPD0	VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+PACSEQ+VCRSEQ	No
SPACKD  	SPD	SPD1	VCRTYP+VCRNUM+PACSEQ+VCRLIN+PACNUM+PACIND+VCRSEQ	No
SPACKD  	SPD	SPD2	VCRTYP+VCRNUM+VCRLIN+PACNUM+PACIND+VCRSEQ+PACSEQ	No
SPACKD  	SPD	SPD3	VCRTYP+VCRNUM+PACNUM+PACSEQ	Yes
SPAMOD111  	SPM111	SPM111	CPY+FIY+PER+NUMDECL	No
SPAMOD115  	SPM115	SPM115	CPY+FIY+PER+NUMDECL	No
SPAMOD123  	SPM123	SPM123	CPY+FIY+PER+NUMDECL	No
SPAMOD180  	SPM180	SPM180	CPY+FIY+PER+NUMDECL	No
SPAMOD1801  	SPM1801	SPM1801	CPY+FIY+PER+NUMDECL+NIFP	No
SPAMOD190  	SPM190	SPM190	CPY+FIY+PER+NUMDECL	No
SPAMOD1901  	SPM1901	SPM1901	CPY+FIY+PER+NUMDECL+NIFP+CLAVE+SUBCLAVE	No
SPAMOD193  	SPM193	SPM193	CPY+FIY+NUMDECL	No
SPAMOD1931  	SPM1931	SPM1931	CPY+FIY+NUMDECL+CONTADOR	No
SPAMOD1932  	SPM1932	SPM1932	CPY+FIY+NUMDECL+CONTADOR	No
SPAMOD216  	SPM216	SPM216	CPY+FIY+PER+NUMDECL	No
SPAMOD296  	SPM296	SPM296	CPY+FIY+NUMDECL	No
SPAMOD2961  	SPM2961	SPM2961	CPY+FIY+NUMDECL+CONTADOR	No
SPAMOD303  	SPM303	SPM303	CPY+FIY+PER+NUMDECL	No
SPAMOD347  	SPM347	SPM347	CPY+FIY+NUMDECL	No
SPAMOD347D  	SPM347D	SPM347D	CPY+FIY+NUMDECL+CONTADOR	No
SPAMOD349  	SPM349	SPM349	CPY+FIY+PER+NUMDECL	No
SPAMOD349D  	SPM349D	SPM349	CPY+FIY+PER+NUMDECL+CONTADOR	No
SPAMOD369  	SPM369	SPM369	CPY+FIY+PER+NUMDECL	No
SPAMOD3691  	SPM3691	SPM3691	CPY+FIY+PER+NUMDECL	No
SPAMOD3692  	SPM3692	SPM3692	CPY+FIY+PER+NUMDECL	No
SPAMOD390  	SPM390	SPM390	CPY+FIY+PER+NUMDECL	No
SPAMOD3901  	SPM3901	SPM3901	CPY+FIY+PER+NUMDECL	No
SPAMOD3902  	SPM3902	SPM3902	CPY+FIY+PER+NUMDECL	No
SPAMODCPY  	SPMDC	SPMDC	CPY+CODE	No
SPAMODDET  	SPMDET	SPMDET0	CPY+FIY+PER+MODEL+NUMDECL+LIN	No
SPAMODELS  	SPMOD	SPMOD	CODE	No
SPASENDINQ  	SPSINQ	SPSINQ0	MODEL+CPY+FIY+PER+NUMDECL	No
SPLIBREG  	SPLREG	SPLREG0	CPY+RECTYP+REGTYP+INVNUM+VAT	No
SPLIBREG  	SPLREG	SPLREG1	CPY+RECTYP+REGTYP+FIY+PER	Yes
SPPRTCONF  	SPP	SPP0	COD	No
SPREASON  	SPR	SPR0	PRIREN	No
SPRICCONF  	SPC	SPC0	PLI	No
SPRICCONF  	SPC	SPC1	PLIENAFLG+PLITYP+PIO+PLI	No
SPRICFICH  	SPF	SPF0	PLI+PLICRD	No
SPRICINCR  	SPI	SPI0	PLI+PLICRD+PLILIN	No
SPRICLINK  	SPK	SPK0	CLE	No
SPRICLIST  	SPL	SPL0	PLI+PLICRD+PLILIN	No
SPRICLIST  	SPL	SPL1	PLI+PLICRI+PLISTRDAT	Yes
SPRICLIST  	SPL	SPL2	PLI+PLICRI1+PLISTRDAT	Yes
SPRICLIST  	SPL	SPL3	PLI+PLICRI2+PLISTRDAT	Yes
SPRICLIST  	SPL	SPL4	PLI+PLICRI1+PLICRI2+PLICRI3+PLICRI4+PLICRI5	Yes
SPRICPRTQ  	SPQ	SPQ0	COD+BPCORD+ITMREF+SPQLIN	No
SPRICPRTQ  	SPQ	SPQ1	COD+ITMREF+BPCORD+SPQLIN	No
SQUOTE  	SQH	SQH0	SQHNUM	No
SQUOTE  	SQH	SQH1	BPCORD+CUSQUOREF	Yes
SQUOTE  	SQH	SQH3	SQHNUMEND	Yes
