    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
GFSOBJ  	GFSOBJ	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSOBJ]UPDUSR
GFSOPTLIN  	GFSOL	AUUID	 Identifiant unique	 AUUID  	   	
GFSOPTLIN  	GFSOL	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSOPTLIN  	GFSOL	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSOL]CREUSR
GFSOPTLIN  	GFSOL	MATCOD	 Code matriciel	 GFSMAT  	   	[GFSST]MAT0=MATCOD
GFSOPTLIN  	GFSOL	OPTCOD	 Code d'optimisation	 GFSOPT  	   	[GFSOM]GFSOM0=OPTCOD
GFSOPTLIN  	GFSOL	OPTSEQ	 Séquence	 A  	10	
GFSOPTLIN  	GFSOL	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSOPTLIN  	GFSOL	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSOL]UPDUSR
GFSOPTMAT  	GFSOM	AUUID	 Identifiant unique	 AUUID  	   	
GFSOPTMAT  	GFSOM	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSOPTMAT  	GFSOM	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSOM]CREUSR
GFSOPTMAT  	GFSOM	OPTCOD	 Code d'optimisation	 GFSOPT  	   	[GFSOM]GFSOM0=[GFSOM]OPTCOD
GFSOPTMAT  	GFSOM	OPTDESAXX	 Description	 AXX  	10	
GFSOPTMAT  	GFSOM	SETTIMTYP	 Type d'heure de configuration	 M  	15	
GFSOPTMAT  	GFSOM	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSOPTMAT  	GFSOM	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSOM]UPDUSR
GFSPIN  	GFSPIN	AUUID	 Identifiant unique	 AUUID  	   	
GFSPIN  	GFSPIN	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSPIN  	GFSPIN	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSPIN]CREUSR
GFSPIN  	GFSPIN	MFGNUM	 N ° de commande.	 VCR  	   	
GFSPIN  	GFSPIN	OPENUM	 Opération	 OPE  	   	
GFSPIN  	GFSPIN	OPESPLNUM	 Division de l'opération	 C  	4	
GFSPIN  	GFSPIN	PINTYP	 Type de broche d'opération	 L  	4	
GFSPIN  	GFSPIN	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSPIN  	GFSPIN	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSPIN]UPDUSR
GFSSETEXC  	GFSSTE	AUUID	 Identifiant unique	 AUUID  	   	
GFSSETEXC  	GFSSTE	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSSETEXC  	GFSSTE	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSSTE]CREUSR
GFSSETEXC  	GFSSTE	FAVDESAXX	 Description de	 AXX  	   	
GFSSETEXC  	GFSSTE	FROATTVAL	 À partir de la valeur de l'attribut	 GFSATTV  	   	[GFSATTV]ATTVAL0=[GFSSTE]FROATTVAL
GFSSETEXC  	GFSSTE	MATCOD	 Code matriciel	 GFSMAT  	   	[GFSST]MAT0=[GFSSTE]MATCOD
GFSSETEXC  	GFSSTE	MATSEQ	 Séquence	 A  	10	
GFSSETEXC  	GFSSTE	SETTIM	 Temps d'installation	 TIH  	   	
GFSSETEXC  	GFSSTE	TAVDESAXX	 Description à	 AXX  	   	
GFSSETEXC  	GFSSTE	TOATTVAL	 Pour attribuer une valeur	 GFSATTV  	   	[GFSATTV]ATTVAL0=[GFSSTE]TOATTVAL
GFSSETEXC  	GFSSTE	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSSETEXC  	GFSSTE	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSSTE]UPDUSR
GFSSETTIM  	GFSST	ATTCOD	 Attribut	 GFSATT  	   	[GFSATT]ATT0=[GFSST]ATTCOD
GFSSETTIM  	GFSST	AUUID	 Identifiant unique	 AUUID  	   	
GFSSETTIM  	GFSST	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSSETTIM  	GFSST	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSST]CREUSR
GFSSETTIM  	GFSST	DEFSETTIM	 Différents attributs	 TIH  	   	
GFSSETTIM  	GFSST	MATCOD	 Code matriciel	 GFSMAT  	   	[GFSST]MAT0=[GFSST]MATCOD
GFSSETTIM  	GFSST	MATDESAXX	 Description	 AX3  	   	
GFSSETTIM  	GFSST	SAMVAL	 Mêmes attributs	 TIH  	   	
GFSSETTIM  	GFSST	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSSETTIM  	GFSST	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSST]UPDUSR
GFSTAG  	GFSTAG	AUUID	 Identifiant unique	 AUUID  	   	
GFSTAG  	GFSTAG	CREDATTIM	 Date et heure	 ADATIM  	   	
GFSTAG  	GFSTAG	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSTAG]CREUSR
GFSTAG  	GFSTAG	DELETED	 Que ce soit supprimé	 C  	2	
GFSTAG  	GFSTAG	TAGICON	 Nom de l'icône	 A  	20	
GFSTAG  	GFSTAG	TAGID	 ID de balise	 A  	20	
GFSTAG  	GFSTAG	TAGORD	 Ordre numérique	 C  	4	
GFSTAG  	GFSTAG	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFSTAG  	GFSTAG	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GFSTAG]UPDUSR
GFUPSCR  	GFP	AUUID	 Identifiant unique	 AUUID  	   	
GFUPSCR  	GFP	COD	 Code écran	 GFP  	   	[GFP]GFP0=[GFP]COD
GFUPSCR  	GFP	CREDAT	 Date créée	 D  	   	
GFUPSCR  	GFP	CREDATTIM	 Date et heure	 ADATIM  	   	
GFUPSCR  	GFP	CREUSR	 Utilisateur de création	 A  	5	
GFUPSCR  	GFP	DAC	 Commande	 C  	4	
GFUPSCR  	GFP	DES	 Description	 DES  	   	
GFUPSCR  	GFP	DESTRA	 Description	 AX3  	   	
GFUPSCR  	GFP	ENAFLG	 Actif	 M  	4	
GFUPSCR  	GFP	FLD	 Champ	 A  	10	
GFUPSCR  	GFP	NBRCOL	 Nombre de colonnes fixes	 C  	2	
GFUPSCR  	GFP	NBRFLD	 N° de champ	 C  	2	
GFUPSCR  	GFP	NBRLIG	 Nombre de lignes	 C  	4	
GFUPSCR  	GFP	SAI	 Saisir	 M  	4	
GFUPSCR  	GFP	SHOTRA	 Brève description	 AX1  	   	
GFUPSCR  	GFP	TOTDUD	 Total des postes non soldés	 M  	4	
GFUPSCR  	GFP	UPDDAT	 Date de modification	 D  	   	
GFUPSCR  	GFP	UPDDATTIM	 Date et heure	 ADATIM  	   	
GFUPSCR  	GFP	UPDUSR	 Changer d'utilisateur	 A  	5	
GJOUCOA  	JCO	ACC	 Compte du Trésor	 GAC  	   	"[GAC]GAC0=COA;ACC"
GJOUCOA  	JCO	AUUID	 Identifiant unique	 AUUID  	   	
GJOUCOA  	JCO	COA	 Plan comptable	 COA  	   	[COA]COA0=[JCO]COA
GJOUCOA  	JCO	CREDAT	 Date créée	 D  	   	
GJOUCOA  	JCO	CREDATTIM	 Date et heure	 ADATIM  	   	
GJOUCOA  	JCO	CREUSR	 Utilisateur de création	 A  	5	
GJOUCOA  	JCO	EXPNUM	 Numéro d'exportation	 L  	8	
GJOUCOA  	JCO	FBDACC	 Comptes restreints	 GAC  	   	"[GAC]GAC0=COA;FBDACC(indice)"
GJOUCOA  	JCO	FBDNBR	 Nombre de comptes restreints	 C  	2	
GJOUCOA  	JCO	FRQACC	 Comptes fréquents	 GAC  	   	"[GAC]GAC0=COA;FRQACC(indice)"
GJOUCOA  	JCO	FRQCOD	 Codes courts	 A  	1	
GJOUCOA  	JCO	FRQNBR	 N° de comptes fréquents	 C  	2	
GJOUCOA  	JCO	JOU	 Journal	 JOU  	   	"[JOU]JOU0=JOU;LEG"
GJOUCOA  	JCO	LEG	 Législation	 ADI  	   	"[ADI]CODE=909;LEG"
GJOUCOA  	JCO	UPDDAT	 Date de modification	 D  	   	
GJOUCOA  	JCO	UPDDATTIM	 Date et heure	 ADATIM  	   	
GJOUCOA  	JCO	UPDUSR	 Changer d'utilisateur	 A  	5	
GJOURNAL  	JOU	ACS	 Code d'accès	 ACS  	   	[ACS]ACS0=[JOU]ACS
GJOURNAL  	JOU	AUUID	 Identifiant unique	 AUUID  	   	
GJOURNAL  	JOU	BOLLATO	 Séquence Bollato no.	 ANM  	   	[ANM]ANM0=[JOU]BOLLATO
GJOURNAL  	JOU	CREDAT	 Date créée	 D  	   	
GJOURNAL  	JOU	CREDATTIM	 Date et heure	 ADATIM  	   	
GJOURNAL  	JOU	CREUSR	 Utilisateur de création	 A  	5	
GJOURNAL  	JOU	CSLFLO	 Couler	 ADI  	   	"[ADI]CODE=324;CSLFLO"
GJOURNAL  	JOU	DES	 Description	 DES  	   	
GJOURNAL  	JOU	DESSHO	 Brève description	 SHO  	   	
GJOURNAL  	JOU	DESTRA	 Description	 AX3  	   	
GJOURNAL  	JOU	ENAFLG	 Actif	 M  	4	
GJOURNAL  	JOU	EXPNUM	 Numéro d'exportation	 L  	8	
GJOURNAL  	JOU	FCY	 Entreprise/site	 CFY  	   	
GJOURNAL  	JOU	JOU	 Journal	 JOU  	   	"[JOU]JOU0=JOU;LEG"
GJOURNAL  	JOU	LEG	 Législation	 ADI  	   	"[ADI]CODE=909;LEG"
GJOURNAL  	JOU	SHOTRA	 Brève description	 AX1  	   	
GJOURNAL  	JOU	TYP	 Taper	 M  	15	
GJOURNAL  	JOU	UPDDAT	 Date de modification	 D  	   	
GJOURNAL  	JOU	UPDDATTIM	 Date et heure	 ADATIM  	   	
GJOURNAL  	JOU	UPDUSR	 Changer d'utilisateur	 A  	5	
GLED  	LED	ACCVCR	 Un document par compte (Italie)	 M  	4	
GLED  	LED	ANA	 Analytique	 M  	4	
GLED  	LED	AUUID	 Identifiant unique	 AUUID  	   	
GLED  	LED	BAL	 Équilibre	 M  	4	
GLED  	LED	BUD	 Budget	 M  	4	
GLED  	LED	CMM	 Engagement	 M  	4	
GLED  	LED	COA	 Code de carte	 COA  	   	[COA]COA0=[LED]COA
GLED  	LED	CREDAT	 Date créée	 D  	   	
GLED  	LED	CREDATTIM	 Date et heure	 ADATIM  	   	
GLED  	LED	CRETIM	 Temps	 L  	8	
GLED  	LED	CREUSR	 Utilisateur de création	 A  	5	
GLED  	LED	CSL	 Consolidation	 M  	4	
GLED  	LED	DES	 Description	 DES  	   	
GLED  	LED	DESSHO	 Brève description	 SHO  	   	
GLED  	LED	DESTRA	 Description	 AX3  	   	
GLED  	LED	DIE	 Code du type de dimension	 DIE  	   	[DIE]DIE0=DIE(indice)
GLED  	LED	DIEDACOBY	 Mandat. entrée sombre	 M  	4	
GLED  	LED	DIEIPT	 Allocation	 M  	4	
GLED  	LED	DIENBR	 Nombre de dim. les types	 C  	1	
GLED  	LED	ENDVCR	 Document de clôture	 M  	4	
GLED  	LED	EQLRANANA	 Report à nouveau équilibré	 M  	4	
GLED  	LED	EXPNUM	 Numéro d'exportation	 L  	8	
GLED  	LED	FCYBAL	 Solde par site	 M  	4	
GLED  	LED	GDD	 Gestion des dépenses	 M  	4	
GLED  	LED	GEN	 Général	 M  	4	
GLED  	LED	GENTYP	 Type de génération	 M  	15	
GLED  	LED	LED	 registre	 LED  	   	[LED]LED0=[LED]LED
GLED  	LED	LEDTYPE	 Type de grand livre	 M  	15	
GLED  	LED	LEG	 Législation	 ADI  	   	"[ADI]CODE=909;LEG"
GLED  	LED	MTCFLG	 Matchable	 M  	4	
GLED  	LED	PJMFLG	 Gestion de projet	 M  	4	
GLED  	LED	SHOTRA	 Brève description	 AX1  	   	
GLED  	LED	UPDDAT	 Date de modification	 D  	   	
GLED  	LED	UPDDATTIM	 Date et heure	 ADATIM  	   	
GLED  	LED	UPDTIM	 Temps	 L  	8	
GLED  	LED	UPDUSR	 Changer d'utilisateur	 A  	5	
GRANTS  	GRT	ACCCOD	 Code comptable	 CAC  	   	"[CAC]CAC0=[V]GVML_COGSUBV;ACCCOD;[V]GSUPCLE"
GRANTS  	GRT	APPROVDAT	 Date de l'accord	 D4  	   	
GRANTS  	GRT	AUUID	 Identifiant unique	 AUUID  	   	
GRANTS  	GRT	CCE	 Dimension analytique	 CCE  	   	"[CCE]CCE0=DIE(indice);CCE(indice)"
GRANTS  	GRT	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[GRT]CPY
GRANTS  	GRT	CRBGRAAMT	 Montant réintégré	 MD1  	   	
GRANTS  	GRT	CRBGRACUM	 Total de réintégration	 MD1  	   	
GRANTS  	GRT	CREDAT	 Date créée	 D4  	   	
GRANTS  	GRT	CREDATTIM	 Date et heure	 ADATIM  	   	
GRANTS  	GRT	CREUSR	 Utilisateur de création	 A  	5	
GRANTS  	GRT	CUR	 Devise	 CUR  	   	[TCU]TCU0=[GRT]CUR
GRANTS  	GRT	DES	 Description	 DCO  	   	
GRANTS  	GRT	DES2	 Descriptif 2	 DCO  	   	
GRANTS  	GRT	DIE	 Code du type de dimension	 DIE  	   	[DIE]DIE0=[GRT]DIE
GRANTS  	GRT	DSP	 Distribution	 DSP  	   	"[DSP]DSP0=DSP;1"
GRANTS  	GRT	EXPNUM	 Numéro d'exportation	 L  	8	
GRANTS  	GRT	FCY	 Site	 FCY  	   	[FCY]FCY0=[GRT]FCY
GRANTS  	GRT	GRAAMT	 Montant de la subvention	 MD1  	   	
GRANTS  	GRT	GRAFLGFRC	 Le montant de la subvention force le drapeau	 M  	4	
GRANTS  	GRT	GRAORG	 Organisation	 ADI  	   	"[ADI]CODE=617;GRAORG"
GRANTS  	GRT	GRAREF	 Référence de subvention	 GRT  	   	
GRANTS  	GRT	GRASTA	 Statut	 MM  	1	
GRANTS  	GRT	GRATYP	 Type de subvention	 MM  	25	
GRANTS  	GRT	INVFLGFRC	 Indicateur de montant de forçage du capitaine	 M  	4	
GRANTS  	GRT	INVGRAAMT	 Montant de la subvention FA	 MD1  	   	
GRANTS  	GRT	INVGRARAT	 % d'investissement subventionné	 RAT  	   	
GRANTS  	GRT	INVPLN	 Projet d'investissement	 ADI  	   	"[ADI]CODE=614;INVPLN"
GRANTS  	GRT	MAXGRAAMT	 Plafond de subvention	 MD1  	   	
GRANTS  	GRT	REAFLGFRC	 Acte forçant le drapeau amt	 M  	4	
GRANTS  	GRT	REAGRAAMT	 Acte investissement montant	 MD1  	   	
GRANTS  	GRT	REFTAB1	 Référence FF1	 C  	4	
GRANTS  	GRT	REFTAB10	 Référence FF10	 C  	4	
GRANTS  	GRT	REFTAB2	 Référence FF2	 C  	4	
GRANTS  	GRT	REFTAB3	 Référence FF3	 C  	4	
GRANTS  	GRT	REFTAB4	 Référence FF4	 C  	4	
GRANTS  	GRT	REFTAB5	 Référence FF5	 C  	4	
GRANTS  	GRT	REFTAB6	 Référence FF6	 C  	4	
GRANTS  	GRT	REFTAB7	 Référence FF7	 C  	4	
GRANTS  	GRT	REFTAB8	 Référence FF8	 C  	4	
GRANTS  	GRT	REFTAB9	 Référence FF9	 C  	4	
GRANTS  	GRT	TOBERECAMT	 Les abonnements doivent être reçus	 MD1  	   	
GRANTS  	GRT	UPDDAT	 Date de modification	 D4  	   	
GRANTS  	GRT	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRANTS  	GRT	UPDUSR	 Changer d'utilisateur	 A  	5	
GRANTS  	GRT	USRFLDA1	 Champ libre 1	 ADI  	   	"[ADI]CODE=REFTAB1;USRFLDA1"
GRANTS  	GRT	USRFLDA10	 Champ libre 10	 ADI  	   	"[ADI]CODE=REFTAB10;USRFLDA10"
GRANTS  	GRT	USRFLDA2	 Champ libre 2	 ADI  	   	"[ADI]CODE=REFTAB2;USRFLDA2"
GRANTS  	GRT	USRFLDA3	 Champ libre 3	 ADI  	   	"[ADI]CODE=REFTAB3;USRFLDA3"
GRANTS  	GRT	USRFLDA4	 Champ libre 4	 ADI  	   	"[ADI]CODE=REFTAB4;USRFLDA4"
GRANTS  	GRT	USRFLDA5	 Champ libre 5	 ADI  	   	"[ADI]CODE=REFTAB5;USRFLDA5"
GRANTS  	GRT	USRFLDA6	 Champ libre 6	 ADI  	   	"[ADI]CODE=REFTAB6;USRFLDA6"
GRANTS  	GRT	USRFLDA7	 Champ libre 7	 ADI  	   	"[ADI]CODE=REFTAB7;USRFLDA7"
GRANTS  	GRT	USRFLDA8	 Champ libre 8	 ADI  	   	"[ADI]CODE=REFTAB8;USRFLDA8"
GRANTS  	GRT	USRFLDA9	 Champ libre 9	 ADI  	   	"[ADI]CODE=REFTAB9;USRFLDA9"
GRANTS  	GRT	USRFLDC1	 Champ libre 1 coef	 COE  	   	
GRANTS  	GRT	USRFLDC2	 Coeff champ Fr 2	 COE  	   	
GRANTS  	GRT	USRFLDD1	 Date champ libre 1	 D4  	   	
GRANTS  	GRT	USRFLDD2	 Date champ libre 2	 D4  	   	
GRANTS  	GRT	USRFLDD3	 Date champ libre 3	 D4  	   	
GRANTS  	GRT	USRFLDD4	 Date champ libre 4	 D4  	   	
GRANTS  	GRT	USRFLDM1	 Montant du champ libre 1	 MD1  	   	
GRANTS  	GRT	USRFLDM2	 Montant du champ libre 2	 MD1  	   	
GRANTS  	GRT	USRFLDM3	 Montant du champ libre 3	 MD1  	   	
GRANTS  	GRT	USRFLDM4	 Montant du champ libre 4	 MD1  	   	
GRANTS  	GRT	USRFLDM5	 Montant du champ libre 5	 MD1  	   	
GRANTS  	GRT	USRFLDM6	 Montant champ libre 6	 MD1  	   	
GRPACEMTC  	GRM	AUUID	 Identifiant unique	 AUUID  	   	
GRPACEMTC  	GRM	COD	 Entrée de groupe	 GRA  	   	[GRA]GRA0=COD
GRPACEMTC  	GRM	CODACE1	 Code d'entrée	 GAU  	   	[GAU]GAU0=CODACE1
GRPACEMTC  	GRM	CODACE2	 Code d'entrée	 GAU  	   	[GAU]GAU0=CODACE2
GRPACEMTC  	GRM	CODACE3	 Code d'entrée	 GAU  	   	[GAU]GAU0=CODACE3
GRPACEMTC  	GRM	CREDATTIM	 Date et heure	 ADATIM  	   	
GRPACEMTC  	GRM	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GRM]CREUSR
GRPACEMTC  	GRM	INVMTC	 Rapprochement des factures	 M  	4	
GRPACEMTC  	GRM	LIG1	 Numéro de ligne	 C  	4	
GRPACEMTC  	GRM	LIG2	 Numéro de ligne	 C  	4	
GRPACEMTC  	GRM	LIG3	 Numéro de ligne	 C  	4	
GRPACEMTC  	GRM	NUMORD	 N ° de commande.	 C  	2	
GRPACEMTC  	GRM	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRPACEMTC  	GRM	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GRM]UPDUSR
GRPAUTACE  	GRA	AUUID	 Identifiant unique	 AUUID  	   	
GRPAUTACE  	GRA	COD	 Entrée de groupe	 GRA  	   	[GRA]GRA0=[GRA]COD
GRPAUTACE  	GRA	CODACE	 Code d'entrée	 GAU  	   	[GAU]GAU0=CODACE(indice)
GRPAUTACE  	GRA	CODACT	 Code d'activité	 ACV  	   	[ACV]CODACT=[GRA]CODACT
GRPAUTACE  	GRA	CREDAT	 Date créée	 D  	   	
GRPAUTACE  	GRA	CREDATTIM	 Date et heure	 ADATIM  	   	
GRPAUTACE  	GRA	CREUSR	 Utilisateur de création	 A  	5	
GRPAUTACE  	GRA	DES	 Description	 DES  	   	
GRPAUTACE  	GRA	DESSHO	 Brève description	 SHO  	   	
GRPAUTACE  	GRA	DESTRA	 Description	 AX3  	   	
GRPAUTACE  	GRA	SHOTRA	 Brève description	 AX1  	   	
GRPAUTACE  	GRA	UPDDAT	 Date de modification	 D  	   	
GRPAUTACE  	GRA	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRPAUTACE  	GRA	UPDUSR	 Changer d'utilisateur	 A  	5	
GRPCUR  	GCU	AUUID	 Identifiant unique	 AUUID  	   	
GRPCUR  	GCU	CREDATTIM	 Date et heure	 ADATIM  	   	
GRPCUR  	GCU	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GCU]CREUSR
GRPCUR  	GCU	CUR	 Devise	 CUR  	   	[TCU]TCU0=[GCU]CUR
GRPCUR  	GCU	DES	 Description	 DES  	   	
GRPCUR  	GCU	DESSHO	 Brève description	 SHO  	   	
GRPCUR  	GCU	DESTRA	 Description	 AX3  	   	
GRPCUR  	GCU	GRP	 Code	 GCU  	   	[GCU]GCU0=[GCU]GRP
GRPCUR  	GCU	NBRCUR	 Nombre	 C  	2	
GRPCUR  	GCU	SHOTRA	 Brève description	 AX1  	   	
GRPCUR  	GCU	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRPCUR  	GCU	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GCU]UPDUSR
GRPDSP  	GSP	AUUID	 Identifiant unique	 AUUID  	   	
GRPDSP  	GSP	CCE	 Dimension	 CCE  	   	"[CCE]CCE0=DIE;CCE"
GRPDSP  	GSP	COD	 Code	 A  	10	
GRPDSP  	GSP	COE	 Coefficient	 DCB  	9	
GRPDSP  	GSP	CREDAT	 Date créée	 D  	   	
GRPDSP  	GSP	CREDATTIM	 Date et heure	 ADATIM  	   	
GRPDSP  	GSP	CREUSR	 Utilisateur de création	 A  	5	
GRPDSP  	GSP	DES	 Description	 DES  	   	
GRPDSP  	GSP	DESSHO	 Brève description	 SHO  	   	
GRPDSP  	GSP	DESTRA	 Description	 AX3  	   	
GRPDSP  	GSP	DIE	 Type de cote	 DIE  	   	[DIE]DIE0=[GSP]DIE
GRPDSP  	GSP	EXPNUM	 Numéro d'exportation	 L  	8	
GRPDSP  	GSP	SHOTRA	 Brève description	 AX1  	   	
GRPDSP  	GSP	UPDDAT	 Date de modification	 D  	   	
GRPDSP  	GSP	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRPDSP  	GSP	UPDUSR	 Changer d'utilisateur	 A  	5	
GRPSAC  	GSC	AUUID	 Identifiant unique	 AUUID  	   	
GRPSAC  	GSC	COA	 Plan comptable	 COA  	   	[COA]COA0=[GSC]COA
GRPSAC  	GSC	CREDAT	 Date créée	 D  	   	
GRPSAC  	GSC	CREDATTIM	 Date et heure	 ADATIM  	   	
GRPSAC  	GSC	CREUSR	 Utilisateur de création	 A  	5	
GRPSAC  	GSC	DES	 Description	 DES  	   	
GRPSAC  	GSC	DESSHO	 Brève description	 SHO  	   	
GRPSAC  	GSC	DESTRA	 Description	 AX3  	   	
GRPSAC  	GSC	EXPNUM	 Numéro d'exportation	 L  	8	
GRPSAC  	GSC	GRU	 Groupe	 GSC  	   	"[GSC]GSC0=COA;GRU;NUMLIN"
GRPSAC  	GSC	NUMLIN	 Numéro de ligne	 C  	2	
GRPSAC  	GSC	SAC	 Contrôle	 SAC  	   	
GRPSAC  	GSC	SHOTRA	 Brève description	 AX1  	   	
GRPSAC  	GSC	UPDDAT	 Date de modification	 D  	   	
GRPSAC  	GSC	UPDDATTIM	 Date et heure	 ADATIM  	   	
GRPSAC  	GSC	UPDUSR	 Changer d'utilisateur	 A  	5	
GSTDTL  	GDL	ACCDAT	 Date comptable	 D  	   	
GSTDTL  	GDL	AMTATI	 Montant + taxe	 MD1  	   	
GSTDTL  	GDL	AMTVAT	 Montant déclaré	 MD1  	   	
GSTDTL  	GDL	AUS1AGSTSAL	 1A TPS sur les ventes	 A  	5	
GSTDTL  	GDL	AUS1BGSTPUR	 1 milliard de TPS sur les achats	 A  	5	
GSTDTL  	GDL	AUSBAS	#VALEUR!	 A  	5	
GSTDTL  	GDL	AUSG10CAPPUR	 Achat de capital G10	 A  	5	
GSTDTL  	GDL	AUSG11NCAPPU	 G11 sans majuscule pur	 A  	5	
GSTDTL  	GDL	AUSG1TOTSA	 Ventes totales G1	 A  	5	
GSTDTL  	GDL	AUSG2EXPSAL	 Ventes à l'exportation du G2	 A  	5	
GSTDTL  	GDL	AUSG3GSTFRES	 Ventes sans TPS G3	 A  	5	
GSTDTL  	GDL	AUUID	 Identifiant unique	 AUUID  	   	
GSTDTL  	GDL	BPR	 PA	 BPR  	   	[BPR]BPR0=[GDL]BPR
GSTDTL  	GDL	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[GDL]CPY
GSTDTL  	GDL	CREDATTIM	 Date et heure	 ADATIM  	   	
GSTDTL  	GDL	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GDL]CREUSR
GSTDTL  	GDL	FCY	 Site	 FCY  	   	[FCY]FCY0=[GDL]FCY
GSTDTL  	GDL	INVTYP	 Catégorie de facture	 M  	15	
GSTDTL  	GDL	LIN	 Ligne de facture	 L  	8	
GSTDTL  	GDL	NETPRINOT	 Prix ??net - taxe	 MD8  	   	
GSTDTL  	GDL	NUM	 Numéro de facture.	 VCR  	   	
GSTDTL  	GDL	RPTNUM	 Rapport	 A  	20	
GSTDTL  	GDL	SNS	 Signe	 C  	2	
GSTDTL  	GDL	UPDDATTIM	 Date et heure	 ADATIM  	   	
GSTDTL  	GDL	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GDL]UPDUSR
GSTDTL  	GDL	VAT	 Impôt	 VAT  	   	"[TVT]TVT0=VAT(indice);[V]GSUPCLE"
GSTGRP  	GSTGH	AUUID	 Identifiant unique	 AUUID  	   	
GSTGRP  	GSTGH	CODGSTGRP	 Groupe TPS	 GSTGRP  	   	[GSTGH]GSTGH0=[GSTGH]CODGSTGRP
GSTGRP  	GSTGH	CREDATTIM	 Date et heure	 ADATIM  	   	
GSTGRP  	GSTGH	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GSTGH]CREUSR
GSTGRP  	GSTGH	DES	 Description	 DES  	   	
GSTGRP  	GSTGH	ENAFLG	 Actif	 M  	4	
GSTGRP  	GSTGH	GSTPER	 Période de déclaration	 M  	4	
GSTGRP  	GSTGH	PAYDAY	 Jour de paiement	 C  	2	
GSTGRP  	GSTGH	REM	 Remarques	 A  	250	
GSTGRP  	GSTGH	SHO	 Brève description	 SHO  	   	
GSTGRP  	GSTGH	UPDDATTIM	 Date et heure	 ADATIM  	   	
GSTGRP  	GSTGH	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GSTGH]UPDUSR
GSTGRPD  	GSTGD	ABN	 Numéro ABN	 A  	11	
GSTGRPD  	GSTGD	AUUID	 Identifiant unique	 AUUID  	   	
GSTGRPD  	GSTGD	CODGSTGRP	 Groupe TPS	 GSTGRP  	   	[GSTGH]GSTGH0=[GSTGD]CODGSTGRP
GSTGRPD  	GSTGD	CPY	 Entreprise membre de la TPS	 CPY  	   	[CPY]CPY0=[GSTGD]CPY
GSTGRPD  	GSTGD	CREDATTIM	 Date et heure	 ADATIM  	   	
GSTGRPD  	GSTGD	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GSTGD]CREUSR
GSTGRPD  	GSTGD	DATCES	 Date de cessation	 D  	   	
GSTGRPD  	GSTGD	DATFOR	 Date de création	 D  	   	
GSTGRPD  	GSTGD	GSTHEA	 Entité principale	 M  	4	
GSTGRPD  	GSTGD	LIN	 Numéro de ligne	 L  	4	
GSTGRPD  	GSTGD	UPDDATTIM	 Date et heure	 ADATIM  	   	
GSTGRPD  	GSTGD	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[GSTGD]UPDUSR
GSTHDR  	GHR	ALLCPY	 Toutes les entreprises	 M  	4	
